"sample.no","legal","sub.legal","all","","sanctuary","status","site.new","year"
321,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
322,1,0,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
323,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
324,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
325,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
326,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
327,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
328,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
329,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
330,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
331,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
332,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
333,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
334,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
335,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
336,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
337,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
338,0,3,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
339,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
340,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
341,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
342,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
343,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
344,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
345,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
346,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
347,1,0,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
348,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
349,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
350,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
351,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
352,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
353,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
354,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
355,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
356,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
357,0,3,3,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
358,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
359,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
360,0,1,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
361,2,3,5,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
362,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
363,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
364,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
365,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
366,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
367,0,0,0,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
368,1,0,1,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
369,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
370,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
371,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
372,2,2,4,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
373,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
374,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
375,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
376,0,3,3,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
377,0,1,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
378,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
379,1,1,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
380,2,1,3,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
381,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
382,0,1,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
383,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
384,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
385,1,5,6,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
386,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
387,1,2,3,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
388,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
389,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
390,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
391,1,1,2,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
392,1,0,1,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
393,0,0,0,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
394,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
395,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
396,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
397,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
398,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
399,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
400,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
401,0,2,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
402,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
403,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
404,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
405,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
406,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
407,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
408,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
409,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
410,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
411,0,5,5,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
412,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
413,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
414,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
415,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
416,0,3,3,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
417,0,3,3,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
418,0,2,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
419,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
420,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
421,0,2,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
422,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
423,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
424,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
425,0,3,3,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
426,1,0,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
427,0,2,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
428,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
429,0,2,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
430,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
431,0,3,3,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
432,0,2,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
433,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
434,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
435,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
436,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
437,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
438,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
439,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
440,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
441,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
442,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
443,0,3,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
444,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
445,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
446,0,4,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
447,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
448,0,3,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
449,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
450,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
451,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
452,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
453,0,2,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
454,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
455,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
456,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
457,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
458,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
459,0,2,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
460,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
461,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
462,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
463,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
464,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
465,0,5,5,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
466,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
467,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
468,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
469,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
470,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
471,0,3,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
472,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
473,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
474,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
475,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
476,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
477,0,4,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
478,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
479,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
480,0,6,6,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
481,0,3,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
482,0,9,9,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
483,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
484,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
485,0,3,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
486,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
487,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
488,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
489,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
490,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
491,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
492,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
493,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
494,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
495,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
496,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
497,0,23,23,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
498,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
499,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
500,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
501,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
502,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
503,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
504,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
505,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
506,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
507,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
508,0,5,5,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
509,0,6,6,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
510,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
511,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
512,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
513,0,7,7,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
514,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
515,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
516,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
517,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
518,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
519,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
520,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
521,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
522,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
523,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
524,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
525,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
526,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
527,0,4,4,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
528,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
529,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
530,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
531,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
532,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
533,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
534,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
535,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
536,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
537,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
538,0,4,4,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
539,0,3,3,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
540,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
541,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
542,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
543,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
544,0,2,2,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
545,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
546,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
547,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
548,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
549,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
550,0,3,3,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
551,0,1,1,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
552,0,0,0,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
553,0,4,4,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
554,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
555,0,3,3,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
556,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
557,0,3,3,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
558,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
559,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
560,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
561,0,4,4,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
562,3,12,15,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
563,0,4,4,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
564,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
565,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
566,0,4,4,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
567,0,2,2,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
568,0,4,4,NA,"Green Island","No-take","Green Island.No-take.Mary Cove",2015
