"sample.no","complexity","depth","year.x","","sanctuary","status","site.new","year.y"
315,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
316,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
317,3,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
318,4,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
319,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
320,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
321,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
322,3,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
323,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
324,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
325,4,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
326,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
327,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
328,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
329,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
330,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
331,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
332,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
333,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
334,4,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
335,4,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
336,4,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
337,4,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
338,4,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
339,1,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
340,4,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
341,2,0,2014,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2014
342,1,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
343,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
344,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
345,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
346,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
347,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
348,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
349,1,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
350,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
351,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
352,1,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
353,4,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
354,1,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
355,1,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
356,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
357,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
358,4,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
359,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
360,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
361,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
362,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
363,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
364,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
365,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
366,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
367,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
368,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.West Salmon",2014
369,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
370,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
371,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
372,4,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
373,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
374,4,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
375,4,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
376,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
377,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
378,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
379,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
380,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
381,1,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
382,1,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
383,4,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
384,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
385,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
386,4,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
387,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
388,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
389,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
390,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
391,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
392,3,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
393,2,0,2014,NA,"Green Island","Fished","Green Island.Fished.Strickland Bay",2014
394,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
395,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
396,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
397,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
398,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
399,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
400,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
401,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
402,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
403,2,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
404,2,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
405,1,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
406,1,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
407,1,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
408,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
409,2,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
410,1,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
411,1,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
412,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
413,0,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
414,0,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
415,1,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
416,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
417,2,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
418,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
419,1,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
420,1,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
421,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
422,0,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
423,1,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
424,1,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
425,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
426,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
427,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
428,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
429,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
430,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
431,3,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
432,2,0,2015,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2015
433,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
434,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
435,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
436,0,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
437,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
438,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
439,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
440,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
441,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
442,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
443,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
444,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
445,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
446,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
447,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
448,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
449,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
450,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
451,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
452,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
453,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2015
454,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
455,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
456,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
457,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
458,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
459,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
460,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
461,0,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
462,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
463,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
464,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
465,4,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
466,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
467,4,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
468,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
469,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
470,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
471,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
472,4,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
473,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
474,0,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
475,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
476,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
477,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
478,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
479,4,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
480,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
481,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
482,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
483,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2015
484,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
485,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
486,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
487,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
488,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
489,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
490,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
491,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
492,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
493,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
494,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
495,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
496,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
497,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
498,0,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
499,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
500,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
501,0,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
502,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
503,0,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
504,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
505,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
506,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
507,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
508,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
509,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
510,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
511,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
512,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
513,4,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
514,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
515,2,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
516,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
517,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
518,0,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
519,3,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
520,1,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
521,4,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
522,4,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
523,4,0,2015,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Geordie Bay",2015
524,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
525,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
526,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
527,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
528,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
529,0,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
530,4,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
531,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
532,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
533,0,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
534,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
535,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
536,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
537,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
538,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
539,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
540,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
541,0,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
542,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
543,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
544,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
545,3,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
546,2,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
547,1,0,2015,NA,"Parker Point","No-take","Parker Point.No-take.Little Salmon",2015
